"activity_level","activity_year","activity_month","geo_lvl","geo_val","prim_lvl","activity_count"
"Monthly new patients","2021","2","Cancer Alliance","West Midlands","Total",869
"Monthly new patients","2021","2","Cancer Alliance","West Yorkshire and Harrogate","Total",395
"Monthly new patients","2021","3","Cancer Alliance","Cheshire And Merseyside","Total",510
"Monthly new patients","2021","3","Cancer Alliance","East Midlands","Total",836
"Monthly new patients","2021","3","Cancer Alliance","East Of England North","Total",630
"Monthly new patients","2021","3","Cancer Alliance","East Of England South","Total",595
"Monthly new patients","2021","3","Cancer Alliance","Greater Manchester","Total",619
"Monthly new patients","2021","3","Cancer Alliance","Humber Coast And Vale","Total",303
"Monthly new patients","2021","3","Cancer Alliance","Kent And Medway","Total",340
"Monthly new patients","2021","3","Cancer Alliance","Lancashire And South Cumbria","Total",288
"Monthly new patients","2021","3","Cancer Alliance","North Central London","Total",356
"Monthly new patients","2021","3","Cancer Alliance","North East London","Total",244
"Monthly new patients","2021","3","Cancer Alliance","Northern ","Total",638
"Monthly new patients","2021","3","Cancer Alliance","Peninsula","Total",444
"Monthly new patients","2021","3","Cancer Alliance","RM Partners West London","Total",620
"Monthly new patients","2021","3","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",679
"Monthly new patients","2021","3","Cancer Alliance","South East London","Total",309
"Monthly new patients","2021","3","Cancer Alliance","South Yorkshire And Bassetlaw","Total",392
"Monthly new patients","2021","3","Cancer Alliance","Surrey And Sussex","Total",555
"Monthly new patients","2021","3","Cancer Alliance","Thames Valley","Total",352
"Monthly new patients","2021","3","Cancer Alliance","Wessex","Total",532
"Monthly new patients","2021","3","Cancer Alliance","West Midlands","Total",934
"Monthly new patients","2021","3","Cancer Alliance","West Yorkshire and Harrogate","Total",476
"Monthly new patients","2021","4","Cancer Alliance","Cheshire And Merseyside","Total",459
"Monthly new patients","2021","4","Cancer Alliance","East Midlands","Total",706
"Monthly new patients","2021","4","Cancer Alliance","East Of England North","Total",559
"Monthly new patients","2021","4","Cancer Alliance","East Of England South","Total",489
"Monthly new patients","2021","4","Cancer Alliance","Greater Manchester","Total",578
"Monthly new patients","2021","4","Cancer Alliance","Humber Coast And Vale","Total",245
"Monthly new patients","2021","4","Cancer Alliance","Kent And Medway","Total",326
"Monthly new patients","2021","4","Cancer Alliance","Lancashire And South Cumbria","Total",278
"Monthly new patients","2021","4","Cancer Alliance","North Central London","Total",297
"Monthly new patients","2021","4","Cancer Alliance","North East London","Total",227
"Monthly new patients","2021","4","Cancer Alliance","Northern ","Total",585
"Monthly new patients","2021","4","Cancer Alliance","Peninsula","Total",406
"Monthly new patients","2021","4","Cancer Alliance","RM Partners West London","Total",497
"Monthly new patients","2021","4","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",541
"Monthly new patients","2021","4","Cancer Alliance","South East London","Total",268
"Monthly new patients","2021","4","Cancer Alliance","South Yorkshire And Bassetlaw","Total",334
"Monthly new patients","2021","4","Cancer Alliance","Surrey And Sussex","Total",458
"Monthly new patients","2021","4","Cancer Alliance","Thames Valley","Total",277
"Monthly new patients","2021","4","Cancer Alliance","Wessex","Total",448
"Monthly new patients","2021","4","Cancer Alliance","West Midlands","Total",835
"Monthly new patients","2021","4","Cancer Alliance","West Yorkshire and Harrogate","Total",406
"Monthly new patients","2021","5","Cancer Alliance","Cheshire And Merseyside","Total",475
"Monthly new patients","2021","5","Cancer Alliance","East Midlands","Total",744
"Monthly new patients","2021","5","Cancer Alliance","East Of England North","Total",533
"Monthly new patients","2021","5","Cancer Alliance","East Of England South","Total",516
"Monthly new patients","2021","5","Cancer Alliance","Greater Manchester","Total",547
"Monthly new patients","2021","5","Cancer Alliance","Humber Coast And Vale","Total",235
"Monthly new patients","2021","5","Cancer Alliance","Kent And Medway","Total",292
"Monthly new patients","2021","5","Cancer Alliance","Lancashire And South Cumbria","Total",287
"Monthly new patients","2021","5","Cancer Alliance","North Central London","Total",296
"Monthly new patients","2021","5","Cancer Alliance","North East London","Total",228
"Monthly new patients","2021","5","Cancer Alliance","Northern ","Total",606
"Monthly new patients","2021","5","Cancer Alliance","Peninsula","Total",380
"Monthly new patients","2021","5","Cancer Alliance","RM Partners West London","Total",494
"Monthly new patients","2021","5","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",554
"Monthly new patients","2021","5","Cancer Alliance","South East London","Total",278
"Monthly new patients","2021","5","Cancer Alliance","South Yorkshire And Bassetlaw","Total",328
"Monthly new patients","2021","5","Cancer Alliance","Surrey And Sussex","Total",518
"Monthly new patients","2021","5","Cancer Alliance","Thames Valley","Total",292
"Monthly new patients","2021","5","Cancer Alliance","Wessex","Total",447
"Monthly new patients","2021","5","Cancer Alliance","West Midlands","Total",888
"Monthly new patients","2021","5","Cancer Alliance","West Yorkshire and Harrogate","Total",403
"Monthly new patients","2021","6","Cancer Alliance","Cheshire And Merseyside","Total",464
"Monthly new patients","2021","6","Cancer Alliance","East Midlands","Total",720
"Monthly new patients","2021","6","Cancer Alliance","East Of England North","Total",619
"Monthly new patients","2021","6","Cancer Alliance","East Of England South","Total",532
"Monthly new patients","2021","6","Cancer Alliance","Greater Manchester","Total",633
"Monthly new patients","2021","6","Cancer Alliance","Humber Coast And Vale","Total",289
"Monthly new patients","2021","6","Cancer Alliance","Kent And Medway","Total",303
"Monthly new patients","2021","6","Cancer Alliance","Lancashire And South Cumbria","Total",304
"Monthly new patients","2021","6","Cancer Alliance","North Central London","Total",331
"Monthly new patients","2021","6","Cancer Alliance","North East London","Total",291
"Monthly new patients","2021","6","Cancer Alliance","Northern ","Total",618
"Monthly new patients","2021","6","Cancer Alliance","Peninsula","Total",378
"Monthly new patients","2021","6","Cancer Alliance","RM Partners West London","Total",517
"Monthly new patients","2021","6","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",609
"Monthly new patients","2021","6","Cancer Alliance","South East London","Total",279
"Monthly new patients","2021","6","Cancer Alliance","South Yorkshire And Bassetlaw","Total",329
"Monthly new patients","2021","6","Cancer Alliance","Surrey And Sussex","Total",525
"Monthly new patients","2021","6","Cancer Alliance","Thames Valley","Total",330
"Monthly new patients","2021","6","Cancer Alliance","Wessex","Total",430
"Monthly new patients","2021","6","Cancer Alliance","West Midlands","Total",939
"Monthly new patients","2021","6","Cancer Alliance","West Yorkshire and Harrogate","Total",453
"Monthly new patients","2021","7","Cancer Alliance","Cheshire And Merseyside","Total",449
"Monthly new patients","2021","7","Cancer Alliance","East Midlands","Total",741
"Monthly new patients","2021","7","Cancer Alliance","East Of England North","Total",554
"Monthly new patients","2021","7","Cancer Alliance","East Of England South","Total",543
"Monthly new patients","2021","7","Cancer Alliance","Greater Manchester","Total",590
"Monthly new patients","2021","7","Cancer Alliance","Humber Coast And Vale","Total",294
"Monthly new patients","2021","7","Cancer Alliance","Kent And Medway","Total",301
"Monthly new patients","2021","7","Cancer Alliance","Lancashire And South Cumbria","Total",296
"Monthly new patients","2021","7","Cancer Alliance","North Central London","Total",308
"Monthly new patients","2021","7","Cancer Alliance","North East London","Total",233
"Monthly new patients","2021","7","Cancer Alliance","Northern ","Total",636
"Monthly new patients","2021","7","Cancer Alliance","Peninsula","Total",430
"Monthly new patients","2021","7","Cancer Alliance","RM Partners West London","Total",471
"Monthly new patients","2021","7","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",585
"Monthly new patients","2021","7","Cancer Alliance","South East London","Total",278
"Monthly new patients","2021","7","Cancer Alliance","South Yorkshire And Bassetlaw","Total",334
"Monthly new patients","2021","7","Cancer Alliance","Surrey And Sussex","Total",507
"Monthly new patients","2021","7","Cancer Alliance","Thames Valley","Total",290
"Monthly new patients","2021","7","Cancer Alliance","Wessex","Total",399
"Monthly new patients","2021","7","Cancer Alliance","West Midlands","Total",938
"Monthly new patients","2021","7","Cancer Alliance","West Yorkshire and Harrogate","Total",477
"Monthly new patients","2021","8","Cancer Alliance","Cheshire And Merseyside","Total",418
"Monthly new patients","2021","8","Cancer Alliance","East Midlands","Total",714
"Monthly new patients","2021","8","Cancer Alliance","East Of England North","Total",548
"Monthly new patients","2021","8","Cancer Alliance","East Of England South","Total",510
"Monthly new patients","2021","8","Cancer Alliance","Greater Manchester","Total",555
"Monthly new patients","2021","8","Cancer Alliance","Humber Coast And Vale","Total",275
"Monthly new patients","2021","8","Cancer Alliance","Kent And Medway","Total",124
"Monthly new patients","2021","8","Cancer Alliance","Lancashire And South Cumbria","Total",218
"Monthly new patients","2021","8","Cancer Alliance","North Central London","Total",140
"Monthly new patients","2021","8","Cancer Alliance","North East London","Total",179
"Monthly new patients","2021","8","Cancer Alliance","Northern ","Total",437
"Monthly new patients","2021","8","Cancer Alliance","Peninsula","Total",350
"Monthly new patients","2021","8","Cancer Alliance","RM Partners West London","Total",441
"Monthly new patients","2021","8","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",539
"Monthly new patients","2021","8","Cancer Alliance","South East London","Total",286
"Monthly new patients","2021","8","Cancer Alliance","South Yorkshire And Bassetlaw","Total",332
"Monthly new patients","2021","8","Cancer Alliance","Surrey And Sussex","Total",472
"Monthly new patients","2021","8","Cancer Alliance","Thames Valley","Total",286
"Monthly new patients","2021","8","Cancer Alliance","Wessex","Total",304
"Monthly new patients","2021","8","Cancer Alliance","West Midlands","Total",718
"Monthly new patients","2021","8","Cancer Alliance","West Yorkshire and Harrogate","Total",417
"Monthly patients","2019","1","Cancer Alliance","Cheshire And Merseyside","Total",3845
"Monthly patients","2019","1","Cancer Alliance","East Midlands","Total",6994
"Monthly patients","2019","1","Cancer Alliance","East Of England North","Total",4667
"Monthly patients","2019","1","Cancer Alliance","East Of England South","Total",4685
"Monthly patients","2019","1","Cancer Alliance","Greater Manchester","Total",4968
"Monthly patients","2019","1","Cancer Alliance","Humber Coast And Vale","Total",2210
"Monthly patients","2019","1","Cancer Alliance","Kent And Medway","Total",2706
"Monthly patients","2019","1","Cancer Alliance","Lancashire And South Cumbria","Total",2492
"Monthly patients","2019","1","Cancer Alliance","North Central London","Total",3122
"Monthly patients","2019","1","Cancer Alliance","North East London","Total",2268
"Monthly patients","2019","1","Cancer Alliance","Northern ","Total",5291
"Monthly patients","2019","1","Cancer Alliance","Peninsula","Total",3157
"Monthly patients","2019","1","Cancer Alliance","RM Partners West London","Total",5490
"Monthly patients","2019","1","Cancer Alliance","Somerset Wiltshire Avon & Gloucester","Total",4509
